Datetime,Open,High,Low,Close,Volume
2025-11-20 10:00:00,1466.98,1468.78,1466.87,1468.38,0
2025-11-20 11:00:00,1468.38,1469.07,1467.18,1467.88,0
2025-11-20 12:00:00,1468.08,1469.18,1466.38,1469.02,0
2025-11-20 13:00:00,1469.04,1469.58,1468.18,1468.81,0
2025-11-20 14:00:00,1468.79,1469.99,1468.48,1469.28,0
2025-11-20 15:00:00,1469.28,1469.5,1467.38,1469.11,0
2025-11-20 16:00:00,1469.12,1469.39,1468.27,1468.94,0
2025-11-20 17:00:00,1468.94,1469.46,1468.08,1468.4,0
2025-11-20 18:00:00,1468.39,1469.15,1467.96,1468.09,0
2025-11-20 19:00:00,1468.09,1469.07,1466.78,1468.56,0
2025-11-20 20:00:00,1468.45,1469.05,1468.3,1468.74,0
2025-11-20 21:00:00,1468.74,1469.5,1468.58,1469.12,0
2025-11-20 22:00:00,1469.14,1471.22,1466.45,1467.51,0
2025-11-20 23:00:00,1467.48,1468.63,1465.64,1467.09,0
2025-11-21 00:00:00,1467.1,1470.26,1467.1,1469.6,0
2025-11-21 01:00:00,1469.6,1473.72,1469.06,1473.3,0
2025-11-21 02:00:00,1473.26,1475.75,1471.6,1474.64,0
2025-11-21 03:00:00,1474.66,1474.72,1472.4,1473.24,0
2025-11-21 04:00:00,1473.23,1473.39,1472.13,1472.3,0
2025-11-21 05:00:00,1472.31,1473.38,1472.05,1473.26,0
2025-11-21 06:00:00,1473.25,1474.69,1472.13,1474.22,0
2025-11-21 07:00:00,1474.21,1474.24,1474.21,1474.22,0
2025-11-21 08:00:00,1474.22,1474.22,1474.22,1474.22,0
2025-11-21 09:00:00,1474.23,1474.23,1469.78,1472.18,0
2025-11-21 10:00:00,1472.38,1473.19,1470.68,1471.74,0
2025-11-21 11:00:00,1471.76,1473.8,1471.76,1473.57,0
2025-11-21 12:00:00,1473.28,1473.52,1469.38,1469.88,0
2025-11-21 13:00:00,1469.88,1471.59,1468.88,1471.59,0
2025-11-21 14:00:00,1471.61,1472.78,1470.88,1472.78,0
2025-11-21 15:00:00,1472.68,1475.87,1472.08,1474.55,0
2025-11-21 16:00:00,1474.6,1475.73,1473.76,1475.28,0
2025-11-21 17:00:00,1475.28,1475.7,1471.68,1472.3,0
2025-11-21 18:00:00,1472.3,1475.23,1471.8,1475.23,0
2025-11-21 19:00:00,1475.23,1476.02,1474.58,1475.12,0
2025-11-21 20:00:00,1474.88,1476.06,1474.51,1475.97,0
2025-11-21 21:00:00,1475.94,1477.74,1473.32,1473.39,0
2025-11-21 22:00:00,1473.42,1474.83,1472.85,1473.02,0
2025-11-21 23:00:00,1473.02,1474.89,1472.91,1473.69,0
2025-11-22 00:00:00,1473.77,1476.27,1473.28,1474.96,0
2025-11-22 01:00:00,1474.96,1476.22,1470.89,1470.89,0
2025-11-22 02:00:00,1470.82,1472.18,1469.97,1469.97,0
2025-11-22 03:00:00,1469.92,1471.66,1469.71,1470.69,0
2025-11-22 04:00:00,1470.69,1470.81,1469.72,1470.77,0
2025-11-22 05:00:00,1470.77,1471.26,1469.61,1470.08,0
2025-11-22 06:00:00,1470.09,1470.11,1468.72,1469.55,0
2025-11-24 09:00:00,1469.55,1471.68,1468.28,1470.48,0
2025-11-24 10:00:00,1470.58,1473.98,1470.18,1472.88,0
2025-11-24 11:00:00,1472.88,1473.68,1471.88,1473.59,0
2025-11-24 12:00:00,1473.54,1476.55,1472.88,1476.18,0
2025-11-24 13:00:00,1476.29,1476.5,1475.08,1476.15,0
2025-11-24 14:00:00,1476.07,1476.24,1472.08,1472.55,0
2025-11-24 15:00:00,1472.58,1477.23,1472.38,1476.48,0
2025-11-24 16:00:00,1476.18,1477.07,1474.48,1476.08,0
2025-11-24 17:00:00,1476.1,1476.17,1474.31,1475.75,0
2025-11-24 18:00:00,1475.75,1479.83,1474.78,1479.08,0
2025-11-24 19:00:00,1479.08,1479.16,1477.29,1477.63,0
2025-11-24 20:00:00,1477.58,1478.19,1476.87,1477.45,0
2025-11-24 21:00:00,1477.46,1478.08,1475.26,1476.15,0
2025-11-24 22:00:00,1476.15,1477.0,1474.88,1476.66,0
2025-11-24 23:00:00,1475.94,1476.96,1474.88,1475.7,0
2025-11-25 00:00:00,1475.32,1477.13,1474.88,1476.45,0
2025-11-25 01:00:00,1476.46,1476.66,1474.78,1475.91,0
2025-11-25 02:00:00,1475.92,1475.97,1474.46,1474.62,0
2025-11-25 03:00:00,1474.64,1474.67,1473.17,1473.33,0
2025-11-25 04:00:00,1473.34,1474.59,1473.13,1474.06,0
2025-11-25 05:00:00,1474.05,1474.06,1472.22,1473.98,0
2025-11-25 06:00:00,1474.06,1475.04,1474.06,1474.73,0
2025-11-25 07:00:00,1474.58,1476.05,1474.58,1475.87,0
2025-11-25 08:00:00,1475.87,1475.87,1475.87,1475.87,0
2025-11-25 09:00:00,1475.87,1476.68,1473.98,1474.58,0
2025-11-25 10:00:00,1474.6,1474.6,1470.48,1472.78,0
2025-11-25 11:00:00,1472.88,1473.58,1471.18,1471.18,0
2025-11-25 12:00:00,1471.08,1475.45,1470.28,1475.05,0
2025-11-25 13:00:00,1475.05,1475.16,1473.28,1473.98,0
2025-11-25 14:00:00,1473.97,1474.91,1471.48,1472.41,0
2025-11-25 15:00:00,1472.28,1473.4,1471.78,1472.87,0
2025-11-25 16:00:00,1472.38,1472.84,1468.38,1469.44,0
2025-11-25 17:00:00,1469.45,1470.28,1465.88,1468.27,0
2025-11-25 18:00:00,1468.27,1468.35,1465.26,1465.68,0
2025-11-25 19:00:00,1465.65,1466.76,1463.87,1465.06,0
2025-11-25 20:00:00,1465.27,1466.66,1464.78,1465.86,0
2025-11-25 21:00:00,1465.85,1466.47,1464.26,1464.76,0
2025-11-25 22:00:00,1464.76,1465.92,1464.13,1465.16,0
2025-11-25 23:00:00,1465.17,1468.23,1464.88,1468.12,0
2025-11-26 00:00:00,1468.07,1468.22,1466.59,1467.59,0
2025-11-26 01:00:00,1467.55,1468.99,1466.6,1468.11,0
2025-11-26 02:00:00,1468.1,1468.1,1463.62,1463.96,0
2025-11-26 03:00:00,1463.9,1464.84,1463.34,1464.06,0
2025-11-26 04:00:00,1464.07,1465.16,1463.67,1463.73,0
2025-11-26 05:00:00,1463.7,1465.16,1463.67,1465.0,0
2025-11-26 06:00:00,1465.0,1465.64,1464.05,1465.33,0
2025-11-26 07:00:00,1465.49,1468.29,1465.49,1465.92,0
2025-11-26 08:00:00,1465.92,1465.92,1465.92,1465.92,0
2025-11-26 09:00:00,1465.93,1465.93,1456.38,1459.58,0
2025-11-26 10:00:00,1459.78,1461.18,1457.38,1460.88,0
2025-11-26 11:00:00,1460.88,1466.08,1457.88,1464.78,0
2025-11-26 12:00:00,1465.08,1465.63,1464.18,1464.62,0
2025-11-26 13:00:00,1464.62,1467.61,1463.78,1466.28,0
2025-11-26 14:00:00,1466.18,1466.67,1465.08,1465.49,0
2025-11-26 15:00:00,1465.38,1470.58,1465.08,1470.07,0
2025-11-26 16:00:00,1470.34,1471.95,1467.98,1471.36,0
2025-11-26 17:00:00,1471.34,1475.19,1471.17,1474.84,0
2025-11-26 18:00:00,1474.84,1474.84,1470.58,1472.63,0
2025-11-26 19:00:00,1472.61,1474.69,1471.38,1474.35,0
2025-11-26 20:00:00,1474.23,1475.26,1471.78,1473.67,0
2025-11-26 21:00:00,1473.66,1475.67,1471.88,1474.19,0
2025-11-26 22:00:00,1474.3,1474.4,1472.61,1473.62,0
2025-11-26 23:00:00,1473.54,1473.81,1471.51,1471.61,0
2025-11-27 00:00:00,1472.14,1472.67,1469.32,1469.32,0
2025-11-27 01:00:00,1469.32,1469.78,1467.35,1468.39,0
2025-11-27 02:00:00,1468.37,1469.54,1468.26,1468.65,0
2025-11-27 03:00:00,1468.66,1469.11,1468.0,1468.59,0
2025-11-27 04:00:00,1468.59,1469.1,1468.54,1468.65,0
2025-11-27 05:00:00,1468.62,1469.88,1468.56,1469.5,0
2025-11-27 06:00:00,1469.5,1471.77,1469.5,1471.49,0
2025-11-27 07:00:00,1471.38,1472.43,1468.59,1471.51,0
2025-11-27 08:00:00,1471.51,1471.51,1471.51,1471.51,0
2025-11-27 09:00:00,1471.51,1471.51,1464.88,1465.18,0
2025-11-27 10:00:00,1465.08,1466.18,1464.58,1465.84,0
2025-11-27 11:00:00,1465.79,1466.98,1462.78,1465.88,0
2025-11-27 12:00:00,1465.78,1466.86,1465.38,1466.39,0
2025-11-27 13:00:00,1466.4,1466.5,1461.78,1461.78,0
2025-11-27 14:00:00,1461.68,1462.61,1460.58,1462.41,0
2025-11-27 15:00:00,1462.41,1465.09,1461.98,1464.67,0
2025-11-27 16:00:00,1464.67,1464.82,1461.05,1461.24,0
2025-11-27 17:00:00,1461.05,1463.0,1460.26,1461.11,0
2025-11-27 18:00:00,1461.11,1464.58,1460.38,1461.83,0
2025-11-27 19:00:00,1461.83,1462.23,1460.78,1461.05,0
2025-11-27 20:00:00,1461.1,1462.58,1460.78,1462.33,0
2025-11-27 21:00:00,1462.33,1462.81,1461.36,1462.02,0
2025-11-27 22:00:00,1462.04,1462.68,1460.38,1462.08,0
2025-11-27 23:00:00,1462.06,1463.02,1462.06,1462.54,0
2025-11-28 00:00:00,1462.54,1462.81,1461.9,1462.24,0
2025-11-28 01:00:00,1462.14,1462.71,1461.87,1462.17,0
2025-11-28 02:00:00,1462.19,1462.43,1462.1,1462.28,0
2025-11-28 03:00:00,1462.31,1462.45,1462.11,1462.14,0
2025-11-28 04:00:00,1462.14,1462.21,1462.08,1462.12,0
2025-11-28 05:00:00,1462.13,1462.4,1461.98,1462.25,0
2025-11-28 06:00:00,1462.26,1462.38,1462.12,1462.2,0
2025-11-28 07:00:00,1462.21,1462.37,1460.0,1462.31,0
2025-11-28 09:00:00,1462.32,1466.28,1460.98,1465.68,0
2025-11-28 10:00:00,1465.81,1467.08,1464.58,1465.1,0
2025-11-28 11:00:00,1465.05,1465.23,1463.38,1464.46,0
2025-11-28 12:00:00,1464.46,1464.86,1462.98,1464.38,0
2025-11-28 13:00:00,1464.57,1466.19,1464.18,1466.11,0
2025-11-28 14:00:00,1466.11,1469.08,1465.3,1468.18,0
2025-11-28 15:00:00,1468.18,1471.09,1467.0,1470.78,0
2025-11-28 16:00:00,1470.45,1472.4,1469.78,1471.61,0
2025-11-28 17:00:00,1471.61,1471.83,1470.15,1471.04,0
2025-11-28 18:00:00,1471.37,1471.69,1470.22,1470.89,0
2025-11-28 19:00:00,1470.89,1472.08,1469.08,1470.77,0
2025-11-28 20:00:00,1470.69,1471.67,1465.93,1469.8,0
2025-11-28 21:00:00,1469.82,1470.76,1468.48,1469.07,0
2025-11-28 22:00:00,1469.09,1470.61,1469.01,1469.27,0
2025-11-28 23:00:00,1470.22,1471.28,1468.54,1468.72,0
2025-11-29 00:00:00,1468.71,1468.91,1466.19,1466.19,0
2025-11-29 01:00:00,1466.35,1468.11,1466.23,1467.61,0
2025-11-29 02:00:00,1467.63,1468.27,1467.35,1467.35,0
2025-11-29 03:00:00,1467.33,1467.96,1466.98,1467.77,0
2025-11-29 04:00:00,1467.77,1468.09,1467.51,1467.59,0
2025-11-29 05:00:00,1467.78,1468.0,1467.52,1467.67,0
2025-11-29 06:00:00,1467.68,1467.75,1467.06,1467.32,0
2025-11-29 08:00:00,1467.32,1467.32,1467.32,1467.32,0
2025-12-01 09:00:00,1470.31,1470.31,1465.28,1467.68,0
2025-12-01 10:00:00,1467.68,1468.88,1466.58,1467.95,0
2025-12-01 11:00:00,1467.86,1470.72,1467.08,1470.28,0
2025-12-01 12:00:00,1470.42,1470.73,1469.18,1469.48,0
2025-12-01 13:00:00,1469.69,1470.34,1468.38,1470.34,0
2025-12-01 14:00:00,1470.18,1471.11,1469.78,1470.94,0
2025-12-01 15:00:00,1470.93,1471.61,1468.78,1469.08,0
2025-12-01 16:00:00,1469.18,1469.83,1468.28,1469.45,0
2025-12-01 17:00:00,1469.79,1470.19,1466.88,1468.17,0
2025-12-01 18:00:00,1467.28,1470.12,1467.1,1469.63,0
2025-12-01 19:00:00,1469.29,1469.73,1468.52,1468.74,0
2025-12-01 20:00:00,1468.97,1469.28,1467.6,1467.98,0
2025-12-01 21:00:00,1468.01,1468.03,1465.08,1465.14,0
2025-12-01 22:00:00,1465.1,1467.52,1464.64,1465.79,0
2025-12-01 23:00:00,1465.75,1466.91,1465.74,1466.29,0
2025-12-02 00:00:00,1466.36,1467.25,1466.36,1466.43,0
2025-12-02 01:00:00,1466.49,1469.04,1466.42,1467.58,0
2025-12-02 02:00:00,1467.58,1469.02,1467.58,1468.98,0
2025-12-02 03:00:00,1468.98,1470.09,1468.51,1469.35,0
2025-12-02 04:00:00,1469.34,1470.02,1469.0,1469.91,0
2025-12-02 05:00:00,1469.92,1470.21,1469.55,1469.83,0
2025-12-02 06:00:00,1469.83,1471.85,1469.78,1470.98,0
2025-12-02 07:00:00,1471.6,1471.6,1468.05,1471.18,0
2025-12-02 09:00:00,1471.19,1472.98,1469.28,1469.68,0
2025-12-02 10:00:00,1469.68,1471.28,1468.98,1469.41,0
2025-12-02 11:00:00,1469.43,1469.98,1467.48,1468.18,0
2025-12-02 12:00:00,1468.18,1468.76,1466.98,1467.48,0
2025-12-02 13:00:00,1467.48,1468.18,1466.18,1467.78,0
2025-12-02 14:00:00,1468.05,1468.68,1467.58,1468.33,0
2025-12-02 15:00:00,1468.31,1469.26,1467.68,1468.24,0
2025-12-02 16:00:00,1468.22,1468.43,1467.58,1468.24,0
2025-12-02 17:00:00,1468.24,1469.56,1467.9,1468.89,0
2025-12-02 18:00:00,1468.89,1468.98,1467.51,1468.29,0
2025-12-02 19:00:00,1468.3,1469.22,1467.82,1469.05,0
2025-12-02 20:00:00,1469.02,1469.11,1466.08,1468.72,0
2025-12-02 21:00:00,1468.73,1468.98,1466.08,1467.85,0
2025-12-02 22:00:00,1467.85,1468.12,1467.35,1467.35,0
2025-12-02 23:00:00,1467.35,1467.87,1466.08,1467.3,0
2025-12-03 00:00:00,1467.2,1468.52,1466.08,1468.22,0
2025-12-03 01:00:00,1468.21,1469.26,1466.08,1469.22,0
2025-12-03 02:00:00,1469.21,1469.22,1468.23,1468.73,0
2025-12-03 03:00:00,1468.71,1469.49,1468.62,1469.02,0
2025-12-03 04:00:00,1468.97,1468.97,1468.01,1468.02,0
2025-12-03 05:00:00,1468.03,1468.14,1467.1,1467.43,0
2025-12-03 06:00:00,1467.44,1469.63,1467.44,1468.45,0
2025-12-03 07:00:00,1468.36,1468.83,1468.27,1468.37,0
2025-12-03 08:00:00,1468.37,1468.37,1468.37,1468.37,0
2025-12-03 09:00:00,1468.37,1468.37,1466.18,1468.09,0
2025-12-03 10:00:00,1468.09,1470.74,1467.18,1470.48,0
2025-12-03 11:00:00,1470.34,1471.14,1468.88,1468.98,0
2025-12-03 12:00:00,1468.78,1470.79,1468.78,1469.29,0
2025-12-03 13:00:00,1469.37,1470.35,1469.08,1469.63,0
2025-12-03 14:00:00,1469.64,1469.68,1467.88,1468.97,0
2025-12-03 15:00:00,1469.02,1469.25,1467.48,1468.55,0
2025-12-03 16:00:00,1468.55,1468.55,1467.08,1467.86,0
2025-12-03 17:00:00,1467.84,1467.85,1464.93,1465.43,0
2025-12-03 18:00:00,1465.43,1466.9,1465.23,1465.38,0
2025-12-03 19:00:00,1465.4,1465.82,1464.2,1465.2,0
2025-12-03 20:00:00,1465.39,1465.96,1463.78,1464.71,0
2025-12-03 21:00:00,1464.71,1465.76,1463.78,1464.51,0
2025-12-03 22:00:00,1464.52,1465.12,1463.15,1464.57,0
2025-12-03 23:00:00,1464.23,1468.32,1464.19,1465.95,0
2025-12-04 00:00:00,1465.9,1466.64,1464.23,1464.75,0
2025-12-04 01:00:00,1464.73,1466.48,1464.6,1465.93,0
2025-12-04 02:00:00,1465.92,1466.11,1465.64,1465.77,0
2025-12-04 03:00:00,1465.79,1465.9,1465.0,1465.56,0
2025-12-04 04:00:00,1465.57,1465.73,1465.0,1465.73,0
2025-12-04 05:00:00,1465.67,1465.9,1465.33,1465.85,0
2025-12-04 06:00:00,1465.84,1466.68,1465.84,1466.0,0
2025-12-04 07:00:00,1466.02,1466.21,1465.99,1466.06,0
2025-12-04 08:00:00,1466.06,1466.06,1466.06,1466.06,0
2025-12-04 09:00:00,1466.79,1467.54,1464.28,1467.34,0
2025-12-04 10:00:00,1467.28,1470.48,1467.18,1470.08,0
2025-12-04 11:00:00,1470.18,1471.37,1469.78,1470.22,0
2025-12-04 12:00:00,1470.23,1473.16,1469.68,1472.28,0
2025-12-04 13:00:00,1472.38,1474.13,1472.18,1473.58,0
2025-12-04 14:00:00,1473.48,1474.08,1472.18,1472.48,0
2025-12-04 15:00:00,1472.61,1474.01,1471.78,1472.74,0
2025-12-04 16:00:00,1472.76,1473.09,1470.36,1470.49,0
2025-12-04 17:00:00,1470.42,1471.44,1469.46,1471.44,0
2025-12-04 18:00:00,1471.43,1472.63,1471.05,1471.52,0
2025-12-04 19:00:00,1471.49,1472.55,1469.78,1471.16,0
2025-12-04 20:00:00,1471.49,1473.16,1469.88,1470.89,0
2025-12-04 21:00:00,1470.81,1473.24,1468.88,1471.89,0
2025-12-04 22:00:00,1471.89,1473.2,1471.24,1472.4,0
2025-12-04 23:00:00,1472.39,1472.57,1471.06,1472.31,0
2025-12-05 00:00:00,1472.3,1472.9,1470.26,1472.66,0
2025-12-05 01:00:00,1472.62,1473.63,1472.62,1473.21,0
2025-12-05 02:00:00,1473.2,1473.54,1473.15,1473.16,0
2025-12-05 03:00:00,1473.15,1473.39,1473.06,1473.24,0
2025-12-05 04:00:00,1473.23,1474.06,1473.2,1473.55,0
2025-12-05 05:00:00,1473.54,1474.55,1473.54,1474.43,0
2025-12-05 06:00:00,1474.43,1474.6,1474.32,1474.48,0
2025-12-05 07:00:00,1474.54,1474.59,1472.26,1473.35,0
2025-12-05 08:00:00,1473.35,1473.35,1473.35,1473.35,0
2025-12-05 09:00:00,1473.35,1474.83,1472.38,1473.76,0
2025-12-05 10:00:00,1473.38,1473.68,1469.48,1470.18,0
2025-12-05 11:00:00,1470.08,1471.35,1469.68,1471.28,0
2025-12-05 12:00:00,1471.18,1473.72,1471.18,1473.68,0
2025-12-05 13:00:00,1473.7,1473.78,1471.98,1472.18,0
2025-12-05 14:00:00,1472.15,1472.18,1469.28,1469.78,0
2025-12-05 15:00:00,1469.78,1470.45,1467.68,1468.98,0
2025-12-05 16:00:00,1469.08,1470.23,1467.58,1470.2,0
2025-12-05 17:00:00,1470.19,1471.05,1469.84,1470.93,0
2025-12-05 18:00:00,1470.93,1472.31,1469.88,1469.88,0
2025-12-05 19:00:00,1470.62,1473.12,1469.78,1472.44,0
2025-12-05 20:00:00,1472.4,1473.06,1469.78,1472.85,0
2025-12-05 21:00:00,1472.85,1473.01,1469.78,1472.33,0
2025-12-05 22:00:00,1472.27,1472.67,1471.97,1472.65,0
2025-12-05 23:00:00,1472.65,1472.79,1471.49,1471.7,0
2025-12-06 00:00:00,1471.71,1472.27,1469.98,1471.56,0
2025-12-06 01:00:00,1471.7,1473.84,1471.49,1472.54,0
2025-12-06 02:00:00,1472.57,1472.85,1472.24,1472.61,0
2025-12-06 03:00:00,1472.58,1472.85,1472.0,1472.82,0
2025-12-06 04:00:00,1472.82,1473.38,1472.78,1473.17,0
2025-12-06 05:00:00,1473.15,1473.37,1472.82,1473.18,0
2025-12-06 06:00:00,1473.14,1473.47,1472.98,1473.36,0
2025-12-08 09:00:00,1472.78,1473.29,1469.58,1470.45,0
2025-12-08 10:00:00,1469.58,1471.16,1468.48,1469.36,0
2025-12-08 11:00:00,1468.68,1470.49,1467.08,1467.58,0
2025-12-08 12:00:00,1467.58,1470.87,1466.98,1469.92,0
2025-12-08 13:00:00,1469.88,1470.84,1469.08,1469.38,0
2025-12-08 14:00:00,1469.44,1470.6,1466.18,1466.97,0
2025-12-08 15:00:00,1466.97,1467.52,1465.38,1466.68,0
2025-12-08 16:00:00,1466.68,1468.28,1466.18,1467.94,0
2025-12-08 17:00:00,1467.94,1469.83,1466.38,1467.43,0
2025-12-08 18:00:00,1467.41,1469.43,1466.21,1467.2,0
2025-12-08 19:00:00,1467.2,1468.75,1466.38,1466.6,0
2025-12-08 20:00:00,1466.61,1468.79,1466.28,1468.44,0
2025-12-08 21:00:00,1468.6,1468.7,1464.88,1466.52,0
2025-12-08 22:00:00,1466.52,1468.3,1465.5,1466.7,0
2025-12-08 23:00:00,1466.69,1468.49,1464.88,1467.28,0
2025-12-09 00:00:00,1467.23,1469.96,1467.23,1469.01,0
2025-12-09 01:00:00,1469.01,1469.99,1468.25,1469.23,0
2025-12-09 02:00:00,1469.23,1469.86,1468.54,1468.56,0
2025-12-09 03:00:00,1468.55,1469.5,1468.22,1468.88,0
2025-12-09 04:00:00,1469.49,1469.53,1468.38,1469.12,0
2025-12-09 05:00:00,1469.12,1469.56,1468.68,1468.93,0
2025-12-09 06:00:00,1468.87,1469.65,1468.76,1469.61,0
2025-12-09 07:00:00,1469.5,1469.62,1468.08,1469.42,0
2025-12-09 09:00:00,1469.41,1471.18,1468.08,1470.95,0
2025-12-09 10:00:00,1470.98,1471.08,1468.66,1469.38,0
2025-12-09 11:00:00,1469.28,1471.29,1469.18,1470.76,0
2025-12-09 12:00:00,1470.76,1471.04,1469.28,1469.97,0
2025-12-09 13:00:00,1469.99,1470.24,1468.78,1469.98,0
2025-12-09 14:00:00,1469.98,1471.4,1469.58,1470.79,0
2025-12-09 15:00:00,1470.79,1472.38,1465.38,1466.28,0
2025-12-09 16:00:00,1466.48,1469.29,1466.28,1468.62,0
2025-12-09 17:00:00,1468.8,1469.93,1468.24,1468.45,0
2025-12-09 18:00:00,1468.54,1468.97,1466.61,1467.7,0
2025-12-09 19:00:00,1467.7,1468.45,1466.78,1467.77,0
2025-12-09 20:00:00,1467.63,1468.52,1466.78,1468.01,0
2025-12-09 21:00:00,1467.46,1469.12,1467.38,1468.63,0
2025-12-09 22:00:00,1468.48,1469.53,1468.16,1468.99,0
2025-12-09 23:00:00,1469.06,1469.99,1468.46,1468.46,0
2025-12-10 00:00:00,1468.46,1470.95,1468.46,1470.39,0
2025-12-10 01:00:00,1470.31,1470.61,1469.23,1469.23,0
2025-12-10 02:00:00,1469.38,1470.74,1469.24,1470.64,0
2025-12-10 03:00:00,1470.63,1470.68,1469.49,1469.51,0
2025-12-10 04:00:00,1469.98,1470.69,1469.0,1469.96,0
2025-12-10 05:00:00,1470.01,1470.14,1469.35,1469.42,0
2025-12-10 06:00:00,1469.7,1470.3,1469.41,1469.53,0
2025-12-10 07:00:00,1469.53,1470.15,1468.71,1468.92,0
2025-12-10 08:00:00,1468.92,1468.92,1468.92,1468.92,0
2025-12-10 09:00:00,1468.83,1470.2,1468.18,1469.48,0
2025-12-10 10:00:00,1469.48,1470.66,1468.58,1470.08,0
2025-12-10 11:00:00,1470.14,1471.92,1469.48,1471.78,0
2025-12-10 12:00:00,1471.84,1472.32,1470.67,1472.11,0
2025-12-10 13:00:00,1472.08,1472.2,1470.08,1470.98,0
2025-12-10 14:00:00,1470.78,1471.31,1470.17,1470.95,0
2025-12-10 15:00:00,1470.78,1471.28,1468.78,1469.67,0
